id,log_id,invoice_nr,isxml_invoice_nr,bill_year,bill_month,service_year,service_month,sold_to,bill_to,requester,product_number,product_code,iata_product_code,sis_product_cat_descript,distr_channel_code,distr_channel_descript,product_descript_n,billing_territory,country_code,country,office_owner,reach_code,reach_descript,itinerary_code,itinerary_descript,spec_pricing_rule1,spec_pricing_rule1_descript,doc_currency,net_amount_currency,operating_airline,prodnr_prefix,pricingkey_description,billable,acceptance_channel,marketing_carrier,quantity,unit_price_doc_currency,curr_rate
96092,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,DE,Germany,,T,Regional,T,International-Intra,,,EUR,0.51,OS,,,TRUE,,,408,0.06,1
96094,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,0.68,PS,,,TRUE,,,544,0.06,1
96096,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B3,UA,Ukraine,,O,Global,O,Domestic,,,EUR,0.17,AZ,,,TRUE,,,136,0.06,1
96098,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,T,International-Intra,,,EUR,0.34,AB,,,TRUE,,,272,0.06,1
96100,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,T,International-Intra,,,EUR,0.85,OS,,,TRUE,,,680,0.06,1
96102,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,T,International-Intra,,,EUR,0.51,SN,,,TRUE,,,408,0.06,1
96104,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,0.17,HY,,,TRUE,,,136,0.06,1
96106,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,0.17,B2,,,TRUE,,,136,0.06,1
96108,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,R,International-Inter,,,EUR,22.95,PS,,,TRUE,,,18360,0.06,1
96110,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,UA,Ukraine,,O,Global,O,Domestic,,,EUR,0.17,AB,,,TRUE,,,136,0.06,1
96112,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B3,MD,Moldova,,O,Global,R,International-Inter,,,EUR,5.78,BT,,,TRUE,,,4624,0.06,1
96114,1331,365787,19288,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,D2,JP,Japan,,O,Global,R,International-Inter,,,USD,1.52,BT,,,TRUE,,,544,0.13,0.888157895
96116,1331,365787,19288,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,D2,JP,Japan,,O,Global,R,International-Inter,,,USD,0.76,SU,,,TRUE,,,272,0.13,0.881578947
96118,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B1,IT,Italy,,T,Regional,T,International-Intra,,,EUR,125.12,BT,,,TRUE,,,100096,0.06,1
96120,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,22.27,BT,,,TRUE,,,17816,0.06,1
96122,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,24,Online Travel Agency,Service Cancellation Charge,B1,IT,Italy,,T,Regional,R,International-Inter,,,EUR,0.68,SU,,,TRUE,,,544,0.06,1
96124,1331,365787,19287,2015,10,2015,10,BT,BT,,4980,ARBKAANX,GDF1,Distribution Fees,21,Travel agency (TA),Service Cancellation Charge,B1,IT,Italy,,T,Regional,T,International-Intra,,,EUR,0.17,OS,,,TRUE,,,136,0.06,1
96260,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,FI,Finland,,T,Regional,,,,,EUR,7.2,BT,,,TRUE,,,10880,0.03,1
96262,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,FR,France,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96264,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,FR,France,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96266,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,DE,Germany,,T,Regional,,,,,EUR,6.48,BT,,,TRUE,,,9792,0.03,1
96268,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,DE,Germany,,T,Regional,,,,,EUR,4.32,BT,,,TRUE,,,6528,0.03,1
96270,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,LV,Latvia,BT,,,,,,,EUR,0.51,HY,,,TRUE,,,2040,0.01,1
96272,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,LV,Latvia,BT,,,,,,,EUR,-1.23,UN,,,TRUE,,,-4896,0.01,1
96274,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,LV,Latvia,BT,,,,,,,EUR,0.58,LO,,,TRUE,,,2312,0.01,1
96276,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,LV,Latvia,BT,,,,,,,EUR,2.79,AZ,,,TRUE,,,11152,0.01,1
96278,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,LV,Latvia,BT,,,,,,,EUR,0.35,A3,,,TRUE,,,1360,0.01,1
96280,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,LV,Latvia,BT,,,,,,,EUR,2.08,B2,,,TRUE,,,8296,0.01,1
96282,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,EE,Estonia,BT,,,,,,,EUR,0.24,AB,,,TRUE,,,952,0.01,1
96284,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,EE,Estonia,BT,,,,,,,EUR,0.1,B2,,,TRUE,,,408,0.01,1
96286,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,BY,White Russia,,,,,,,,EUR,10.47,BT,,,TRUE,,,41888,0.01,1
96288,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,FR,France,,,,,,,,EUR,0.03,SU,,,TRUE,,,136,0.01,1
96290,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,1.06,AZ,,,TRUE,,,4216,0.01,1
96292,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.04,JU,,,TRUE,,,136,0.01,1
96294,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,US,USA,,O,Global,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96296,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,21,Travel agency (TA),Resource Planning Service,,RS,Serbia,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96298,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,24,Online Travel Agency,Resource Planning Service,,RS,Serbia,,T,Regional,,,,,EUR,0.54,BT,,,TRUE,,,816,0.03,1
96300,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,AU,Australia,,O,Global,,,,,EUR,-0.27,BT,,,TRUE,,,-408,0.03,1
96302,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,AT,Austria,,T,Regional,,,,,EUR,0.63,BT,,,TRUE,,,952,0.03,1
96304,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,BE,Belgium,,T,Regional,,,,,EUR,0.54,BT,,,TRUE,,,816,0.03,1
96306,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,BG,Bulgaria,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96308,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,CA,Canada,,O,Global,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96310,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,KZ,Kazakhstan,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96312,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,HR,Croatia,,T,Regional,,,,,EUR,-2.25,BT,,,TRUE,,,-3400,0.03,1
96314,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,CZ,Czech Republic,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96316,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,DK,Denmark,,T,Regional,,,,,EUR,0.27,BT,,,TRUE,,,408,0.03,1
96318,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,ET,Ethiopia,,O,Global,,,,,EUR,-0.09,BT,,,TRUE,,,-136,0.03,1
96320,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,EG,Egypt,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96322,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,EE,Estonia,,T,Regional,,,,,EUR,-4.32,BT,,,TRUE,,,-6528,0.03,1
96324,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,EE,Estonia,,T,Regional,,,,,EUR,8.91,BT,,,TRUE,,,13464,0.03,1
96326,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,-0.1,UN,,,TRUE,,,-408,0.01,1
96360,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.58,AB,,,TRUE,,,2312,0.01,1
96362,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.31,B2,,,TRUE,,,1224,0.01,1
96364,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.47,HY,,,TRUE,,,1904,0.01,1
96366,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.17,EY,,,TRUE,,,680,0.01,1
96368,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.1,SN,,,TRUE,,,408,0.01,1
96370,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.34,LO,,,TRUE,,,1360,0.01,1
96372,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.27,SU,,,TRUE,,,1088,0.01,1
96374,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.48,AB,,,TRUE,,,1904,0.01,1
96378,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,7.65,SU,,,TRUE,,,30600,0.01,1
96380,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,1.64,AB,,,TRUE,,,6528,0.01,1
96382,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,1.09,AZ,,,TRUE,,,4352,0.01,1
96384,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.14,A3,,,TRUE,,,544,0.01,1
96386,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,US,USA,,,,,,,,EUR,0.71,HY,,,TRUE,,,2856,0.01,1
96388,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,SG,Singapore,,,,,,,,EUR,0.03,SU,,,TRUE,,,136,0.01,1
96390,1331,365790,19287,2015,10,2015,10,BT,BT,,2470,SVFUPNRR,IHH1,IT Hosting or Hardware,,,Historical Record Retrieval,,LV,Latvia,BT,,,,,,,EUR,407.25,BT,,,TRUE,,,245072,0,1
96462,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,PT,Portugal,,T,Regional,,,,,EUR,1.08,BT,,,TRUE,,,1632,0.03,1
96464,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,PL,Poland,,T,Regional,,,,,EUR,0.54,BT,,,TRUE,,,816,0.03,1
96466,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,PL,Poland,,T,Regional,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
96468,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,NO,Norway,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96470,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,MX,Mexico,,O,Global,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96472,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,LU,Luxembourg,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96474,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,LT,Lithuania,,T,Regional,,,,,EUR,1.98,BT,,,TRUE,,,2992,0.03,1
96476,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,LV,Latvia,,M,Local,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96478,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,KR,South Korea,,O,Global,,,,,EUR,0.27,BT,,,TRUE,,,408,0.03,1
96480,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,IT,Italy,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96482,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,IE,Ireland,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96484,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,IS,Iceland,,T,Regional,,,,,EUR,2.25,BT,,,TRUE,,,3400,0.03,1
96486,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,HU,Hungary,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96488,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,NL,Netherlands,,T,Regional,,,,,EUR,2.97,BT,,,TRUE,,,4488,0.03,1
96490,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,HK,Hong Kong,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96492,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,GR,Greece,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96502,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,US,USA,,O,Global,,,,,EUR,0.9,BT,,,TRUE,,,1360,0.03,1
96504,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,UA,Ukraine,,O,Global,,,,,EUR,2.16,BT,,,TRUE,,,3264,0.03,1
96506,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,GB,Great Britain,,T,Regional,,,,,EUR,0.54,BT,,,TRUE,,,816,0.03,1
96508,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,TH,Thailand,,O,Global,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
96510,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,CH,Switzerland,,T,Regional,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
96512,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,SE,Sweden,,T,Regional,,,,,EUR,4.05,BT,,,TRUE,,,6120,0.03,1
96514,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,LK,Sri Lanka,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96516,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,ES,Spain,,T,Regional,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96518,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,SG,Singapore,,O,Global,,,,,EUR,0.18,BT,,,TRUE,,,272,0.03,1
96520,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,25,Online Altéa,Resource Planning Service,,RU,Russian Fed.,,O,Global,,,,,EUR,0.63,BT,,,TRUE,,,952,0.03,1
96522,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,RU,Russian Fed.,,O,Global,,,,,EUR,0.63,BT,,,TRUE,,,952,0.03,1
96524,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,AM,Armenia,,O,Global,,,,,EUR,0.36,BT,,,TRUE,,,544,0.03,1
96526,1331,365787,19287,2015,10,2015,10,BT,BT,,2368,ARFUAMNB,GDF1,Distribution Fees,22,ATO and CTO,Resource Planning Service,,RO,Romania,,T,Regional,,,,,EUR,0.09,BT,,,TRUE,,,136,0.03,1
96962,1331,365790,19287,2015,10,2015,10,BT,BT,,2839,ARFUCSSFFUF,IHH1,IT Hosting or Hardware,,,Partner Platform Usage Fee,,IT,Italy,,,,,,,,EUR,0.47,AZ,,,TRUE,,,1904,0.01,1
96662,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B2,EG,Egypt,,O,Global,T,International-Intra,,,EUR,71.9,BT,,,TRUE,,,1360,2.49,1
96664,1331,365787,19288,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D1,IN,India,,O,Global,R,International-Inter,,,USD,15.04,BT,,,TRUE,,,272,2.6,0.885638298
96666,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,SK,Slovakia,,T,Regional,T,International-Intra,,,EUR,34.14,OS,,,TRUE,,,816,1.97,1
96668,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,SK,Slovakia,,T,Regional,R,International-Inter,,,EUR,-5.69,SU,,,TRUE,,,-136,1.97,1
96670,1331,365787,19288,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,D1,IN,India,,O,Global,R,International-Inter,,,USD,-7.52,BT,,,TRUE,,,-136,2.6,0.885638298
96672,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,EE,Estonia,,T,Regional,O,Domestic,,,EUR,51.21,AZ,,,TRUE,,,1224,1.97,1
96674,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,EE,Estonia,,T,Regional,O,Domestic,,,EUR,22.76,AB,,,TRUE,,,544,1.97,1
96676,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,EE,Estonia,,T,Regional,R,International-Inter,,,EUR,56.9,PS,,,TRUE,,,1360,1.97,1
96678,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,CZ,Czech Republic,,T,Regional,T,International-Intra,,,EUR,22.76,BT,,,TRUE,,,544,1.97,1
96680,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,CZ,Czech Republic,,T,Regional,T,International-Intra,,,EUR,2799.48,BT,,,TRUE,,,66912,1.97,1
96682,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,24,Online Travel Agency,Online Reservation Service,B1,HR,Croatia,,T,Regional,T,International-Intra,,,EUR,17.07,BT,,,TRUE,,,408,1.97,1
96684,1331,365787,19287,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,B1,HR,Croatia,,T,Regional,R,International-Inter,,,EUR,22.76,BT,,,TRUE,,,544,1.97,1
96686,1331,365787,19288,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D2,HK,Hong Kong,,O,Global,T,International-Intra,,,USD,22.47,BT,,,TRUE,,,408,2.59,0.885625278
96688,1331,365787,19288,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D2,CN,China,,O,Global,T,International-Intra,,,USD,59.92,BT,,,TRUE,,,1088,2.59,0.885514019
96690,1331,365787,19288,2015,10,2015,10,BT,BT,,4979,ARBKAANB,GDF1,Distribution Fees,21,Travel agency (TA),Online Reservation Service,D2,CN,China,,O,Global,R,International-Inter,,,USD,14.98,SU,,,TRUE,,,272,2.59,0.88518024
